:ID,:LABEL,Name,CAS_RN,SMILES,StdInChIKey,PubChem_CID,DTXSID,Molecular_Formula,logKow,logKow_predicted,n_F_atoms,MW,functional_group,chain_length,Ether_Linkage,HeavyAtomCount,HBD,HBA,RotatableBonds,TPSA,Fsp3,logP_rdkit,MolMR,QED,NumCl,NumBr,NumN,NumO,NumS,BertzCT,Kappa1,Kappa2,Kappa3,ExposureScore_Water_KEMI,HazScore_EcoChronic_KEMI,ValidationLevel_KEMI,pKa,node_type,CMC (mg/L)
PFAS_048,PFAS,"N,N-Dimethyl-N-(2-hydroxyethyl)-3-((2-hydroxy-3-sulfopropyl)((perfluorohexyl)sulfonyl)amino)propanaminium hydroxide sodium",81190-38-7,C([N+](CCO)(C)C)CCN([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)C[S]([O-])(=O)=O.[K+].[OH-],QJSROAIHGCCBIH-SNVBAGLBSA-O,,DTXSID20880987,C16H24F13N2O7S2,0.02,0.02,13.0,722.0404,Sulfonic acid/Sulfonate,7.0,yes,42.0,2.0,8.0,16.0,165.04,1.0,-1.4934,107.3348,0.0843,0.0,0.0,2.0,8.0,2.0,1090.4583,46.8003,14.8656,9.6953,0.24,0.08,5.0,,compound,
PFAS_049,PFAS,3-Methoxyperfluoro(2-methylpentane),132182-92-4,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,QKAGYSDHEJITFV-UHFFFAOYSA-N,14689855.0,DTXSID20881338,C7H3F13O1,4.61,4.61,13.0,349.9976,Ether,7.0,yes,21.0,0.0,1.0,3.0,9.23,1.0,4.3291,37.799,0.6889,0.0,0.0,0.0,1.0,0.0,361.4517,20.05,4.7757,2.5016,0.31,0.01,2.0,,compound,
PFAS_050,PFAS,Perfluorododecane,307-59-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WNZGTRLARPEMIG-UHFFFAOYSA-N,78973.0,DTXSID30184726,C12F26,8.85,8.85,26.0,637.9585,Perfluoroalkane,13.0,no,38.0,0.0,0.0,9.0,0.0,1.0,8.464,61.58,0.2226,0.0,0.0,0.0,0.0,0.0,791.6399,36.18,8.3447,3.9845,0.2,0.01,2.0,,compound,
PFAS_051,PFAS,"Perfluoro-1,4-diiodobutane",375-50-8,FC(C(C(F)(F)I)(F)F)(C(F)(F)I)F,JILAKKYYZPDQBE-UHFFFAOYSA-N,78993.0,DTXSID30190948,C4F8I2,5.13,5.13,8.0,453.7962,Iodinated,2.0,no,14.0,0.0,0.0,3.0,0.0,1.0,4.3126,47.828,0.3392,0.0,0.0,0.0,0.0,0.0,188.3616,14.9,3.7307,2.3468,0.21,0.26,2.0,,compound,
PFAS_052,PFAS,Perfluorodecanoic acid (PFDA),335-76-2,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PCIUEQPBYFRTEM-UHFFFAOYSA-N,9555.0,DTXSID3031860,C10H1F19O2,6.15,6.15,19.0,513.9673,Carboxylic acid,10.0,yes,31.0,1.0,1.0,8.0,37.3,0.9,5.7157,53.2668,0.4217,0.0,0.0,0.0,2.0,0.0,700.9673,29.14,6.8173,3.3167,0.29,0.33,2.0,,compound,
PFAS_053,PFAS,Perfluorohexanoic acid (PFHxA),307-24-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PXUULQAPEKKVAH-UHFFFAOYSA-N,67542.0,DTXSID3031862,C6H1F11O2,3.48,3.48,11.0,313.9801,Carboxylic acid,6.0,yes,19.0,1.0,1.0,4.0,37.3,0.8333,3.1745,33.4788,0.8094,0.0,0.0,0.0,2.0,0.0,367.8719,17.7,4.0964,2.1785,0.21,0.04,2.0,,compound,
PFAS_054,PFAS,Perfluorooctane sulfonic acid and its derivatives (PFOS),1763-23-1,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,YFSUTJLHUFNCNZ-UHFFFAOYSA-N,74483.0,DTXSID3031864,C8H1F17O3S1,4.49,4.49,17.0,499.9375,Sulfonic acid/Sulfonate,3.0,yes,29.0,1.0,2.0,7.0,54.37,1.0,4.8411,52.2326,0.4025,0.0,0.0,0.0,3.0,1.0,732.2672,27.72,6.3596,3.2647,0.29,0.47,3.0,-3.27,compound,570.0
PFAS_055,PFAS,Perfluoroundecane,307-49-3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VCIVYCHKSHULON-UHFFFAOYSA-N,527539.0,DTXSID30335837,C11F24,8.18,8.18,24.0,587.9617,Perfluoroalkane,12.0,no,35.0,0.0,0.0,8.0,0.0,1.0,7.8287,56.633,0.254,0.0,0.0,0.0,0.0,0.0,710.2725,33.32,7.6634,3.809,0.44,0.01,4.0,,compound,
PFAS_056,PFAS,1-(Perfluorohexyl)ethane,80793-17-5,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SKRWRXWNQFQGRU-UHFFFAOYSA-N,2776163.0,DTXSID30379857,C8H5F13,5.87,5.87,13.0,348.0184,Perfluoroalkane,7.0,no,21.0,0.0,0.0,5.0,0.0,1.0,5.1352,41.081,0.6042,0.0,0.0,0.0,0.0,0.0,376.1227,20.09,4.7963,2.5144,0.27,0.01,4.0,,compound,
PFAS_057,PFAS,Perfluorooctanesulfonamide (PFOSA),754-91-6,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)F)C(F)(F)S(=O)(N)=O,RRRXPPIDPYTNJG-UHFFFAOYSA-N,69785.0,DTXSID3038939,C8H2F17N1O2S1,5.8,5.8,17.0,498.9535,Sulfonamide,7.0,no,29.0,1.0,2.0,7.0,60.16,1.0,4.2418,53.7912,0.5335,0.0,0.0,1.0,2.0,1.0,735.0221,27.72,6.3596,3.2647,0.27,0.19,2.0,,compound,
PFAS_058,PFAS,Perfluorodecane sulfonic acid (PFDS),335-77-3,O=[S]([O-])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+],HYWZIAVPBSTISZ-UHFFFAOYSA-N,67636.0,DTXSID3040148,C10H1F21O3S1,5.83,5.83,21.0,616.9577,Sulfonic acid/Sulfonate,11.0,yes,36.0,1.0,3.0,9.0,93.7,1.0,6.1453,66.26,0.2489,0.0,0.0,1.0,3.0,1.0,918.7175,36.5562,8.454,4.0879,0.43,0.08,3.0,,compound,
PFAS_059,PFAS,"Perfluoro(4-methyl-3,6-dioxaoct-7-ene)sulfonyl fluoride",16090-14-5,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F,KTCQQCLZUOZFEI-UHFFFAOYSA-N,85958.0,DTXSID3044596,C7F14O4S1,6.24,6.24,14.0,445.9294,Sulfonyl fluoride,5.0,yes,26.0,0.0,4.0,7.0,52.6,0.7143,4.3605,47.2828,0.3316,0.0,0.0,0.0,4.0,1.0,661.273,24.47,6.5698,4.2324,0.28,0.08,2.0,,compound,
PFAS_060,PFAS,Perflenapent,678-26-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NJCBUSHGCBERSK-UHFFFAOYSA-N,12675.0,DTXSID3046613,C5F12,4.16,4.16,12.0,287.9808,Perfluoroalkane,6.0,no,17.0,0.0,0.0,2.0,0.0,1.0,4.0169,26.951,0.6732,0.0,0.0,0.0,0.0,0.0,250.2516,16.16,3.5748,2.1238,0.35,0.01,2.0,,compound,
PFAS_061,PFAS,Perfluorobut-2-ene,360-89-4,FC(=C(F)C(F)(F)F)C(F)(F)F,WSJULBMCKQTTIG-UHFFFAOYSA-N,9678.0,DTXSID3059890,C4F8,3.03,3.03,8.0,199.9872,Alkene/Vinyl,4.0,no,12.0,0.0,0.0,0.0,0.0,0.5,3.2616,21.352,0.5261,0.0,0.0,0.0,0.0,0.0,170.0838,11.18,2.9066,2.6657,0.24,0.01,2.0,,compound,
PFAS_062,PFAS,Perfluorotetradecanoic acid (PFTeDA),376-06-7,O=C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,RUDINRUXCKIXAJ-UHFFFAOYSA-N,67822.0,DTXSID3059921,C14H1F27O2,8.83,8.83,27.0,713.9545,Carboxylic acid,2.0,no,43.0,1.0,1.0,12.0,37.3,0.9286,8.2569,73.0548,0.2071,0.0,0.0,0.0,2.0,0.0,1062.044,40.58,9.5406,4.4897,0.29,0.01,3.0,,compound,
PFAS_063,PFAS,Diethyl perfluoroadipate,376-50-1,C(OC(C(C(C(C(C(OCC)=O)(F)F)(F)F)(F)F)(F)F)=O)C,UBMQHNSEGKYMTP-UHFFFAOYSA-N,67825.0,DTXSID3059925,C10H10F8O4,3.68,3.68,8.0,346.0451,Ester,,yes,22.0,0.0,4.0,7.0,52.6,0.8,2.6538,53.054,0.5254,0.0,0.0,0.0,4.0,0.0,394.6425,20.38,6.2444,2.9503,0.2,0.2,3.0,,compound,
PFAS_064,PFAS,Perfluorohexanesulphonyl fluoride,423-50-7,O=[S](C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)F,HSDJWNJDPDJOEV-UHFFFAOYSA-N,67918.0,DTXSID3059973,C6F14O2S1,6.5,6.5,14.0,401.9395,Sulfonyl fluoride,2.0,no,23.0,0.0,2.0,5.0,34.14,1.0,3.982,40.8178,0.5153,0.0,0.0,0.0,2.0,1.0,556.3068,21.97,4.9822,2.6895,0.32,0.01,2.0,,compound,
PFAS_065,PFAS,Diethyl perfluoroglutarate,424-40-8,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,MSDPXVBLFJODJO-UHFFFAOYSA-N,9874.0,DTXSID3059977,C9H10F6O4,3.01,3.01,6.0,296.0483,Ester,3.0,yes,19.0,0.0,4.0,6.0,52.6,0.7778,2.0185,48.107,0.5556,0.0,0.0,0.0,4.0,0.0,322.619,17.52,5.6578,2.9228,0.2,0.01,2.0,,compound,
PFAS_066,PFAS,2-(Perfluorododecyl)ethanol,39239-77-5,C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CO,QBBJBWKVSJWYQK-UHFFFAOYSA-N,162368.0,DTXSID3068170,C14H5F25O1,8.42,8.42,25.0,663.9941,Alcohol/Fluorotelomer,2.0,no,40.0,1.0,1.0,12.0,20.23,1.0,7.9194,72.1748,0.2105,0.0,0.0,0.0,1.0,0.0,908.9671,38.21,9.3567,4.3824,0.22,0.01,3.0,,compound,
PFAS_067,PFAS,"1H,1H-Perfluoropropyl methacrylate",45115-53-5,CC(=C)C(=O)OCC(F)(F)C(F)(F)F,CLISWDZSTWQFNX-UHFFFAOYSA-N,123516.0,DTXSID3068465,C7H7F5O2,3.15,3.15,5.0,218.0366,Ester,3.0,yes,14.0,0.0,2.0,3.0,26.3,0.5714,2.3033,36.775,0.4124,0.0,0.0,0.0,2.0,0.0,242.9549,12.86,3.9324,3.3099,0.2,0.01,2.0,,compound,
PFAS_068,PFAS,Perfluorooctanesulfonamido amine oxide,30295-51-3,CN([O-])C(CCN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N(C)[O-],RBRTWWNNTDCXSP-UHFFFAOYSA-N,155293337.0,DTXSID30700460,C13H14F17N3O4S1,4.41,4.41,17.0,629.0288,Sulfonamide,9.0,yes,38.0,1.0,6.0,13.0,98.77,1.0,4.4481,88.2715,0.1839,0.0,0.0,3.0,4.0,1.0,927.8868,36.56,10.1902,5.3171,0.09,,5.0,,compound,
PFAS_069,PFAS,Ammonium perfluorodecanesulfonate,67906-42-7,[NH4+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KVTQOQYMILOCBD-UHFFFAOYSA-N,,DTXSID3070830,C10H4F21NO3S,,,21.0,616.9577,Sulfonic acid/Sulfonate,11.0,yes,36.0,1.0,3.0,9.0,93.7,1.0,6.1453,66.26,0.2489,0.0,0.0,1.0,3.0,1.0,918.7175,36.5562,8.454,4.0879,0.43,0.08,,,compound,
PFAS_070,PFAS,N-Ethyl-N-(2-(phosphonooxy)ethyl)perfluoropentanesulfonamide,67939-90-6,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCO[P](=O)(O)O)C,PSNGOBTXZSFMLP-UHFFFAOYSA-N,106193.0,DTXSID3070884,C9H11F11N1O6P1S1,3.91,3.91,11.0,500.9869,Sulfonamide,6.0,yes,29.0,2.0,4.0,10.0,104.14,1.0,2.8084,70.0059,0.3528,0.0,0.0,1.0,6.0,1.0,733.5992,28.25,8.0655,4.9489,0.2,0.13,3.0,,compound,
PFAS_071,PFAS,Ammonium perfluorohexanesulfonate,68259-08-5,[NH4+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,UGEFCGLPIFEPMQ-UHFFFAOYSA-N,,DTXSID3071353,C6H4F13NO3S,,,13.0,416.9704,Sulfonic acid/Sulfonate,7.0,yes,24.0,1.0,3.0,5.0,93.7,1.0,3.6041,46.472,0.5473,0.0,0.0,1.0,3.0,1.0,564.7463,25.2031,5.7504,2.9773,0.35,0.08,,,compound,
PFAS_072,PFAS,(Perfluorododecyl)ethylsulfonyl chloride,68758-57-6,C([S](Cl)(=O)=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OWNXTVBJQHTUHT-UHFFFAOYSA-N,111556.0,DTXSID3071727,C14H4Cl1F25O2S1,10.33,10.33,25.0,745.9221,Perfluoroalkane,13.0,no,43.0,0.0,2.0,13.0,34.14,1.0,8.4957,84.7288,0.1401,1.0,0.0,0.0,2.0,1.0,1135.1008,41.49,10.2493,5.4941,0.2,0.08,3.0,,compound,
PFAS_073,PFAS,Perfluoro(2-propoxypropyl vinyl ether),1644-11-7,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,RJBJXVAPYONTFE-UHFFFAOYSA-N,102662.0,DTXSID30880150,C8F16O2,5.24,5.24,16.0,431.9643,Ether,7.0,yes,26.0,0.0,2.0,6.0,18.46,0.75,5.666,43.31,0.3983,0.0,0.0,0.0,2.0,0.0,539.4334,24.38,6.5199,4.1954,0.21,0.01,2.0,,compound,
PFAS_074,PFAS,"3-(Perfluorohexyl)-1,2-epoxypropane",38565-52-5,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C1CO1,KGYUZRBIQCDOCN-UHFFFAOYSA-N,170073.0,DTXSID30880413,C9H5F13O1,4.92,4.92,13.0,376.0133,Ether,2.0,yes,23.0,0.0,1.0,6.0,12.53,1.0,4.5141,45.147,0.491,0.0,0.0,0.0,1.0,0.0,446.8518,20.0954,5.0217,2.8197,0.24,0.05,3.0,,compound,
PFAS_075,PFAS,"1-(1,3-Dimethylbutoxy)-2-(perfluorohexyl)ethane",210896-25-6,CC(C)CC(C)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,REMSMUILZZYKPD-UHFFFAOYSA-N,,DTXSID30893366,C14H17F13O,,,13.0,448.1072,Ether,7.0,yes,28.0,0.0,1.0,10.0,9.23,1.0,6.5665,70.276,0.3439,0.0,0.0,0.0,1.0,0.0,509.8552,27.05,8.0544,4.781,0.18,,,,compound,
PFAS_076,PFAS,Ammonium perfluoro-2-methyl-3-oxahexanoate (GenX),62037-80-3,[NH4+].[O-]C(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,RJWVKMAIYPNUSL-UHFFFAOYSA-N,122360683.0,DTXSID40108559,C6H4F11NO3,,,11.0,347.0016,Carboxylic acid,6.0,yes,21.0,1.0,3.0,4.0,85.86,0.8333,2.1476,37.9198,0.791,0.0,0.0,1.0,3.0,0.0,388.4003,21.9102,5.4328,3.6342,0.2,0.04,,2.5,compound,
PFAS_077,PFAS,"1H,1H,2H,2H-Perfluorodecyltriethoxysilane",101947-16-4,CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,MLXDKRSDUJLNAB-UHFFFAOYSA-N,,DTXSID40144396,C16H19F17O3Si,,,17.0,610.0832,Perfluoroalkane,9.0,yes,37.0,0.0,3.0,15.0,27.69,1.0,7.4343,90.74,0.1427,0.0,0.0,0.0,3.0,0.0,736.299,35.9069,10.8182,5.7745,0.2,0.03,,,compound,
PFAS_078,PFAS,Perfluoroisohexane,355-04-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,ROVMKEZVKFJNBD-UHFFFAOYSA-N,67726.0,DTXSID40188992,C6F14,5.02,5.02,14.0,337.9776,Perfluoroalkane,7.0,no,20.0,0.0,0.0,2.0,0.0,1.0,4.6522,31.898,0.6431,0.0,0.0,0.0,0.0,0.0,337.3311,19.02,4.2564,2.2542,0.4,0.01,2.0,,compound,
PFAS_079,PFAS,Perfluorohexadecane,355-49-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AQPUCGPFMVEJGS-UHFFFAOYSA-N,67735.0,DTXSID40188997,C16F34,11.52,11.52,34.0,837.9457,Perfluoroalkane,17.0,no,50.0,0.0,0.0,13.0,0.0,1.0,11.0052,81.368,0.1622,0.0,0.0,0.0,0.0,0.0,1138.5123,47.62,11.0699,5.1641,0.45,0.01,2.0,,compound,
PFAS_080,PFAS,Perfluorotriethylamine,359-70-6,FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CBEFDCMSEZEGCX-UHFFFAOYSA-N,78986.0,DTXSID40189464,C6F15N1,4.18,4.18,15.0,370.9791,Perfluoroalkane,8.0,no,22.0,0.0,1.0,3.0,3.24,1.0,4.7537,34.845,0.5113,0.0,0.0,1.0,0.0,0.0,333.9129,20.91,4.9539,3.146,0.2,0.02,4.0,,compound,
PFAS_081,PFAS,Perfluorobutanesulfonic anhydride,36913-91-4,C(C(C(C(F)(F)[S](=O)(=O)O[S](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(=O)=O)(F)F)(F)F)(F)(F)F,QKIHLPFZYGFMDK-UHFFFAOYSA-N,4281883.0,DTXSID40190398,C8F18O5S2,8.27,8.27,18.0,581.89,Perfluoroalkane,3.0,yes,33.0,0.0,5.0,8.0,77.51,1.0,4.514,60.7166,0.3941,0.0,0.0,0.0,5.0,2.0,876.7745,31.6,7.5477,4.2658,0.24,0.01,3.0,,compound,
PFAS_082,PFAS,Perfluorobutylcyclohexane,374-60-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,XZZGMFAUFIVEGL-UHFFFAOYSA-N,550388.0,DTXSID40190838,C10F20,7.0,7.0,20.0,499.9681,Cyclic,8.0,no,30.0,0.0,0.0,3.0,0.0,1.0,6.353,49.47,0.3966,0.0,0.0,0.0,0.0,0.0,662.866,26.635,5.6869,2.2207,0.23,0.02,2.0,,compound,
PFAS_083,PFAS,1-Perfluoromethylcyclohexane-1-sulfonic acid,72441-89-5,O=[S]([O-])(=O)C1(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C(F)(F)F.[K+],MNVKTKIHXLQSLM-UHFFFAOYSA-N,163196.0,DTXSID40276525,C7H1F13O3S1,1.54,1.54,13.0,449.8998,Sulfonic acid/Sulfonate,6.0,yes,25.0,0.0,3.0,1.0,57.2,1.0,0.0268,43.2182,0.322,0.0,0.0,0.0,3.0,1.0,621.024,25.6364,5.8186,2.3927,0.29,0.08,5.0,,compound,
PFAS_084,PFAS,Perfluorobutanoic acid (PFBA),375-22-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)F,YPJUNDFVDDCYIH-UHFFFAOYSA-N,9777.0,DTXSID4059916,C4H1F7O2,2.14,2.14,7.0,213.9865,Carboxylic acid,4.0,yes,13.0,1.0,1.0,2.0,37.3,0.75,1.9039,23.5848,0.7124,0.0,0.0,0.0,2.0,0.0,217.0227,11.98,2.7395,1.6767,0.21,0.02,2.0,,compound,
PFAS_085,PFAS,(Perfluorotetradecyl)ethyl 2-methyl-2-propenoate,4980-53-4,C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)COC(=O)C(=C)C,KLVRPMUTIRAYBC-UHFFFAOYSA-N,78675.0,DTXSID4063660,C20H9F29O2,11.67,11.67,29.0,832.0139,Ester,2.0,yes,51.0,0.0,2.0,16.0,26.3,0.85,10.317,100.756,0.088,0.0,0.0,0.0,2.0,0.0,1303.0765,48.18,12.3722,6.1458,0.35,0.08,3.0,,compound,
PFAS_086,PFAS,2-Vinyl(1-bromoperfluoroethane),18599-22-9,FC(F)(Br)C(F)(F)C=C,GVCWGFZDSIWLMO-UHFFFAOYSA-N,87721.0,DTXSID4066389,C4H3Br1F4,3.46,3.46,4.0,205.9354,Alkene/Vinyl,1.0,no,9.0,0.0,0.0,2.0,0.0,0.5,2.7954,29.018,0.3706,0.0,1.0,0.0,0.0,0.0,114.2263,8.94,2.2839,1.9651,0.28,0.01,2.0,,compound,
PFAS_087,PFAS,2-(Perfluorotetradecyl)ethan-1-ol,60699-51-6,C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CO,ZDUOTHMDVYXZBS-UHFFFAOYSA-N,108999.0,DTXSID4069422,C16H5F29O1,9.76,9.76,29.0,763.9877,Alcohol/Fluorotelomer,2.0,no,46.0,1.0,1.0,14.0,20.23,1.0,9.19,82.0688,0.1752,0.0,0.0,0.0,1.0,0.0,1093.0102,43.93,10.7146,4.9662,0.22,0.08,3.0,,compound,
PFAS_088,PFAS,2-(Perfluorotetradecyl)-1-iodoethane,65510-55-6,C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KHGHLOYBMLYJPS-UHFFFAOYSA-N,103405.0,DTXSID4070322,C16H4F29I1,11.98,11.98,29.0,873.8895,Iodinated,15.0,no,46.0,0.0,0.0,14.0,0.0,1.0,10.6327,93.87,0.0927,0.0,0.0,0.0,0.0,0.0,1093.0102,44.7,11.1063,5.1822,0.24,0.08,3.0,,compound,
PFAS_089,PFAS,Perfluorobutyl methyl ether,163702-07-6,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OKIYQFLILPKULA-UHFFFAOYSA-N,164514.0,DTXSID4073120,C5H3F9O1,3.34,3.34,9.0,250.004,Ether,5.0,yes,15.0,0.0,1.0,3.0,9.23,1.0,3.0585,27.905,0.6992,0.0,0.0,0.0,1.0,0.0,229.1474,14.33,3.4235,1.9891,0.57,0.01,2.0,,compound,
PFAS_090,PFAS,Bis(perfluoroisopropyl)ketone,813-44-5,FC(F)(F)C(F)(C(=O)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,GRVMOMUDALILLH-UHFFFAOYSA-N,69941.0,DTXSID4074855,C7F14O1,3.05,3.05,14.0,365.9726,Perfluoroalkane,7.0,no,22.0,0.0,1.0,2.0,17.07,0.8571,4.2213,36.905,0.6693,0.0,0.0,0.0,1.0,0.0,364.0686,20.69,4.8419,2.683,0.24,0.02,3.0,,compound,
PFAS_091,PFAS,Perfluoro-2-methyl-3-pentanone,756-13-8,FC(F)(F)C(F)(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,RMLFHPWPTXWZNJ-UHFFFAOYSA-N,2782408.0,DTXSID4074932,C6F12O1,2.79,2.79,12.0,315.9758,Perfluoroalkane,6.0,no,19.0,0.0,1.0,2.0,17.07,0.8333,3.586,31.958,0.7118,0.0,0.0,0.0,1.0,0.0,341.8866,17.83,4.1627,2.5864,0.83,0.05,2.0,,compound,
PFAS_092,PFAS,2-(N-Butylperfluorooctanesulfonamido)ethyl acrylate,383-07-3,CCCCN(CCOC(=O)C=C)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AQQNNAXBGPWALO-UHFFFAOYSA-N,67841.0,DTXSID40861915,C17H16F17N1O4S1,8.34,8.34,17.0,653.0529,Sulfonamide,9.0,yes,40.0,0.0,4.0,15.0,63.68,0.8235,6.1144,97.2408,0.1216,0.0,0.0,1.0,4.0,1.0,1023.4493,37.93,11.3084,5.67,0.37,0.08,3.0,,compound,
PFAS_093,PFAS,"8-Fluorosulfonylperfluoro(2,5-dimethyl-3,6-dioxaoctanoyl) fluoride",4089-58-1,FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F)C(F)(F)F,KKFBQYPRBYZJNU-UHFFFAOYSA-N,107223.0,DTXSID40863318,C8F16O5S1,5.68,5.68,16.0,511.9211,Sulfonyl fluoride,7.0,yes,30.0,0.0,5.0,8.0,69.67,0.875,4.0496,52.9418,0.363,0.0,0.0,0.0,5.0,1.0,769.4853,28.42,7.2388,4.5255,0.2,0.01,2.0,,compound,
PFAS_094,PFAS,Tetrabutylphosphonium perfluorobutanesulfonate,220689-12-3,CCCC[PH+](CCCC)(CCCC)CCCC.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNGSGTMPCKIWJL-UHFFFAOYSA-M,,DTXSID40881850,C20H37F9O3PS,,,,,,5.0,yes,,,,,,,,,,,,,,,,,,,0.32,0.05,,,compound,
PFAS_095,PFAS,Perflisobutane,354-92-7,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,COQIQRBKEGPRSG-UHFFFAOYSA-N,67724.0,DTXSID50188882,C4F10,3.38,3.38,10.0,237.984,Perfluoroalkane,5.0,no,14.0,0.0,0.0,0.0,0.0,1.0,3.3816,22.004,0.5672,0.0,0.0,0.0,0.0,0.0,165.5935,13.3,2.893,1.7332,0.2,0.01,3.0,,compound,
PFAS_096,PFAS,9-H-Perfluorononanoic acid,76-21-1,O=C(C(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,RARQGXBOCXOJPM-UHFFFAOYSA-N,6434.0,DTXSID50226894,C9H2F16O2,4.88,4.88,16.0,445.9799,Carboxylic acid,,no,27.0,1.0,1.0,8.0,37.3,0.8889,4.7832,48.2688,0.5455,0.0,0.0,0.0,2.0,0.0,578.44,25.35,6.1798,2.9374,0.2,0.02,3.0,,compound,
